gene_name	gene_biotype
ENSG00000164695	CHMP4C	protein_coding
ENSG00000164707	SLC13A4	protein_coding
ENSG00000164708	PGAM2	protein_coding
ENSG00000164713	BRI3	protein_coding
ENSG00000164715	LMTK2	protein_coding
ENSG00000164733	CTSB	protein_coding
ENSG00000164741	DLC1	protein_coding
ENSG00000164742	ADCY1	protein_coding
ENSG00000164746	C7orf57	protein_coding
ENSG00000164749	HNF4G	protein_coding
ENSG00000164751	PEX2	protein_coding
ENSG00000164754	RAD21	protein_coding
ENSG00000164758	MED30	protein_coding
ENSG00000164761	TNFRSF11B	protein_coding
ENSG00000164764	SBSPON	protein_coding
ENSG00000164776	PHKG1	protein_coding
ENSG00000164794	KCNV1	protein_coding
ENSG00000164796	CSMD3	protein_coding
ENSG00000164808	SPIDR	protein_coding
ENSG00000164815	ORC5	protein_coding
ENSG00000164818	DNAAF5	protein_coding
ENSG00000164823	OSGIN2	protein_coding
ENSG00000164825	DEFB1	protein_coding
ENSG00000164828	SUN1	protein_coding
ENSG00000164830	OXR1	protein_coding
ENSG00000164845	FAM86FP	transcribed_unprocessed_pseudogene
ENSG00000164849	GPR146	protein_coding
ENSG00000164850	GPER1	protein_coding
ENSG00000164855	TMEM184A	protein_coding
ENSG00000164867	NOS3	protein_coding
ENSG00000164877	MICALL2	protein_coding
ENSG00000164880	INTS1	protein_coding
ENSG00000164885	CDK5	protein_coding
ENSG00000164889	SLC4A2	protein_coding
ENSG00000164896	FASTK	protein_coding
ENSG00000164897	TMUB1	protein_coding
ENSG00000164898	FMC1	protein_coding
ENSG00000164902	PHAX	protein_coding
ENSG00000164904	ALDH7A1	protein_coding
ENSG00000164916	FOXK1	protein_coding
ENSG00000164919	COX6C	protein_coding
ENSG00000164920	OSR2	protein_coding
ENSG00000164924	YWHAZ	protein_coding
ENSG00000164930	FZD6	protein_coding
ENSG00000164933	SLC25A32	protein_coding
ENSG00000164934	DCAF13	protein_coding
ENSG00000164935	DCSTAMP	protein_coding
ENSG00000164938	TP53INP1	protein_coding
ENSG00000164941	INTS8	protein_coding
ENSG00000164944	VIRMA	protein_coding
ENSG00000164949	GEM	protein_coding
ENSG00000164951	PDP1	protein_coding
ENSG00000164953	TMEM67	protein_coding
ENSG00000164961	WASHC5	protein_coding
ENSG00000164967	RPP25L	protein_coding
ENSG00000164970	FAM219A	protein_coding
ENSG00000164972	C9orf24	protein_coding
ENSG00000164975	SNAPC3	protein_coding
ENSG00000164976	MYORG	protein_coding
ENSG00000164978	NUDT2	protein_coding
ENSG00000164983	TMEM65	protein_coding
ENSG00000164985	PSIP1	protein_coding
ENSG00000164989	CCDC171	protein_coding
ENSG00000165006	UBAP1	protein_coding
ENSG00000165023	DIRAS2	protein_coding
ENSG00000165025	SYK	protein_coding
ENSG00000165028	NIPSNAP3B	protein_coding
ENSG00000165029	ABCA1	protein_coding
ENSG00000165030	NFIL3	protein_coding
ENSG00000165046	LETM2	protein_coding
ENSG00000165055	METTL2B	protein_coding
ENSG00000165060	FXN	protein_coding
ENSG00000165071	TMEM71	protein_coding
ENSG00000165084	C8orf34	protein_coding
ENSG00000165091	TMC1	protein_coding
ENSG00000165092	ALDH1A1	protein_coding
ENSG00000165097	KDM1B	protein_coding
ENSG00000165102	HGSNAT	protein_coding
ENSG00000165105	RASEF	protein_coding
ENSG00000165113	GKAP1	protein_coding
ENSG00000165115	KIF27	protein_coding
ENSG00000165118	C9orf64	protein_coding
ENSG00000165119	HNRNPK	protein_coding
ENSG00000165121	AL353743.1	transcribed_unprocessed_pseudogene
ENSG00000165138	ANKS6	protein_coding
ENSG00000165140	FBP1	protein_coding
ENSG00000165156	ZHX1	protein_coding
ENSG00000165164	CFAP47	protein_coding
ENSG00000165168	CYBB	protein_coding
ENSG00000165169	DYNLT3	protein_coding
ENSG00000165171	METTL27	protein_coding
ENSG00000165175	MID1IP1	protein_coding
ENSG00000165178	NCF1C	unprocessed_pseudogene
ENSG00000165185	KIAA1958	protein_coding
ENSG00000165186	PTCHD1	protein_coding
ENSG00000165195	PIGA	protein_coding
ENSG00000165209	STRBP	protein_coding
ENSG00000165215	CLDN3	protein_coding
ENSG00000165219	GAPVD1	protein_coding
ENSG00000165233	CARD19	protein_coding
ENSG00000165238	WNK2	protein_coding
ENSG00000165240	ATP7A	protein_coding
ENSG00000165244	ZNF367	protein_coding
ENSG00000165246	NLGN4Y	protein_coding
ENSG00000165259	HDX	protein_coding
ENSG00000165264	NDUFB6	protein_coding
ENSG00000165271	NOL6	protein_coding
ENSG00000165272	AQP3	protein_coding
ENSG00000165275	TRMT10B	protein_coding
ENSG00000165280	VCP	protein_coding
ENSG00000165282	PIGO	protein_coding
ENSG00000165283	STOML2	protein_coding
ENSG00000165288	BRWD3	protein_coding
ENSG00000165300	SLITRK5	protein_coding
ENSG00000165304	MELK	protein_coding
ENSG00000165309	ARMC3	protein_coding
ENSG00000165312	OTUD1	protein_coding
ENSG00000165322	ARHGAP12	protein_coding
ENSG00000165323	FAT3	protein_coding
ENSG00000165338	HECTD2	protein_coding
ENSG00000165355	FBXO33	protein_coding
ENSG00000165359	INTS6L	protein_coding
ENSG00000165370	GPR101	protein_coding
ENSG00000165376	CLDN2	protein_coding
ENSG00000165389	SPTSSA	protein_coding
ENSG00000165392	WRN	protein_coding
ENSG00000165406	MARCH8	protein_coding
ENSG00000165409	TSHR	protein_coding
ENSG00000165410	CFL2	protein_coding
ENSG00000165416	SUGT1	protein_coding
ENSG00000165417	GTF2A1	protein_coding
ENSG00000165424	ZCCHC24	protein_coding
ENSG00000165434	PGM2L1	protein_coding
ENSG00000165449	SLC16A9	protein_coding
ENSG00000165457	FOLR2	protein_coding
ENSG00000165458	INPPL1	protein_coding
ENSG00000165474	GJB2	protein_coding
ENSG00000165475	CRYL1	protein_coding
ENSG00000165476	REEP3	protein_coding
ENSG00000165478	HEPACAM	protein_coding
ENSG00000165480	SKA3	protein_coding
ENSG00000165487	MICU2	protein_coding
ENSG00000165490	DDIAS	protein_coding
ENSG00000165494	PCF11	protein_coding
ENSG00000165501	LRR1	protein_coding
ENSG00000165502	RPL36AL	protein_coding
ENSG00000165506	DNAAF2	protein_coding
ENSG00000165507	DEPP1	protein_coding
ENSG00000165511	C10orf25	antisense
ENSG00000165512	ZNF22	protein_coding
ENSG00000165516	KLHDC2	protein_coding
ENSG00000165521	EML5	protein_coding
ENSG00000165525	NEMF	protein_coding
ENSG00000165526	RPUSD4	protein_coding
ENSG00000165527	ARF6	protein_coding
ENSG00000165533	TTC8	protein_coding
ENSG00000165548	TMEM63C	protein_coding
ENSG00000165555	NOXRED1	protein_coding
ENSG00000165566	AMER2	protein_coding
ENSG00000165568	AKR1E2	protein_coding
ENSG00000165572	KBTBD6	protein_coding
ENSG00000165591	FAAH2	protein_coding
ENSG00000165609	NUDT5	protein_coding
ENSG00000165617	DACT1	protein_coding
ENSG00000165629	ATP5F1C	protein_coding
ENSG00000165630	PRPF18	protein_coding
ENSG00000165632	TAF3	protein_coding
ENSG00000165633	VSTM4	protein_coding
ENSG00000165637	VDAC2	protein_coding
ENSG00000165644	COMTD1	protein_coding
ENSG00000165646	SLC18A2	protein_coding
ENSG00000165650	PDZD8	protein_coding
ENSG00000165655	ZNF503	protein_coding
ENSG00000165660	ABRAXAS2	protein_coding
ENSG00000165661	QSOX2	protein_coding
ENSG00000165669	FAM204A	protein_coding
ENSG00000165671	NSD1	protein_coding
ENSG00000165672	PRDX3	protein_coding
ENSG00000165675	ENOX2	protein_coding
ENSG00000165678	GHITM	protein_coding
ENSG00000165684	SNAPC4	protein_coding
ENSG00000165685	TMEM52B	protein_coding
ENSG00000165688	PMPCA	protein_coding
ENSG00000165689	SDCCAG3	protein_coding
ENSG00000165698	SPACA9	protein_coding
ENSG00000165699	TSC1	protein_coding
ENSG00000165702	GFI1B	protein_coding
ENSG00000165704	HPRT1	protein_coding
ENSG00000165714	BORCS5	protein_coding
ENSG00000165716	FAM69B	protein_coding
ENSG00000165724	ZMYND19	protein_coding
ENSG00000165730	STOX1	protein_coding
ENSG00000165731	RET	protein_coding
ENSG00000165732	DDX21	protein_coding
ENSG00000165733	BMS1	protein_coding
ENSG00000165752	STK32C	protein_coding
ENSG00000165757	JCAD	protein_coding
ENSG00000165775	FUNDC2	protein_coding
ENSG00000165782	PIP4P1	protein_coding
ENSG00000165792	METTL17	protein_coding
ENSG00000165795	NDRG2	protein_coding
ENSG00000165801	ARHGEF40	protein_coding
ENSG00000165802	NSMF	protein_coding
ENSG00000165804	ZNF219	protein_coding
ENSG00000165805	C12orf50	protein_coding
ENSG00000165806	CASP7	protein_coding
ENSG00000165807	PPP1R36	protein_coding
ENSG00000165810	BTNL9	protein_coding
ENSG00000165813	CCDC186	protein_coding
ENSG00000165816	VWA2	protein_coding
ENSG00000165819	METTL3	protein_coding
ENSG00000165821	SALL2	protein_coding
ENSG00000165832	TRUB1	protein_coding
ENSG00000165841	CYP2C19	protein_coding
ENSG00000165861	ZFYVE1	protein_coding
ENSG00000165868	HSPA12A	protein_coding
ENSG00000165874	FAM35BP	transcribed_unprocessed_pseudogene
ENSG00000165879	FRAT1	protein_coding
ENSG00000165886	UBTD1	protein_coding
ENSG00000165891	E2F7	protein_coding
ENSG00000165895	ARHGAP42	protein_coding
ENSG00000165898	ISCA2	protein_coding
ENSG00000165905	LARGE2	protein_coding
ENSG00000165914	TTC7B	protein_coding
ENSG00000165915	SLC39A13	protein_coding
ENSG00000165916	PSMC3	protein_coding
ENSG00000165917	RAPSN	protein_coding
ENSG00000165923	AGBL2	protein_coding
ENSG00000165929	TC2N	protein_coding
ENSG00000165934	CPSF2	protein_coding
ENSG00000165943	MOAP1	protein_coding
ENSG00000165948	IFI27L1	protein_coding
ENSG00000165949	IFI27	protein_coding
ENSG00000165959	CLMN	protein_coding
ENSG00000165972	CCDC38	protein_coding
ENSG00000165983	PTER	protein_coding
ENSG00000165995	CACNB2	protein_coding
ENSG00000165996	HACD1	protein_coding
ENSG00000165997	ARL5B	protein_coding
ENSG00000166002	SMCO4	protein_coding
ENSG00000166004	CEP295	protein_coding
ENSG00000166006	KCNC2	protein_coding
ENSG00000166012	TAF1D	protein_coding
ENSG00000166016	ABTB2	protein_coding
ENSG00000166024	R3HCC1L	protein_coding
ENSG00000166025	AMOTL1	protein_coding
ENSG00000166033	HTRA1	protein_coding
ENSG00000166035	LIPC	protein_coding
ENSG00000166037	CEP57	protein_coding
ENSG00000166046	TCP11L2	protein_coding
ENSG00000166068	SPRED1	protein_coding
ENSG00000166073	GPR176	protein_coding
ENSG00000166086	JAM3	protein_coding
ENSG00000166105	GLB1L3	protein_coding
ENSG00000166106	ADAMTS15	protein_coding
ENSG00000166111	SVOP	protein_coding
ENSG00000166123	GPT2	protein_coding
ENSG00000166126	AMN	protein_coding
ENSG00000166128	RAB8B	protein_coding
ENSG00000166130	IKBIP	protein_coding
ENSG00000166133	RPUSD2	protein_coding
ENSG00000166135	HIF1AN	protein_coding
ENSG00000166136	NDUFB8	protein_coding
ENSG00000166140	ZFYVE19	protein_coding
ENSG00000166145	SPINT1	protein_coding
ENSG00000166147	FBN1	protein_coding
ENSG00000166148	AVPR1A	protein_coding
ENSG00000166153	DEPDC4	protein_coding
ENSG00000166164	BRD7	protein_coding
ENSG00000166165	CKB	protein_coding
ENSG00000166166	TRMT61A	protein_coding
ENSG00000166167	BTRC	protein_coding
ENSG00000166169	POLL	protein_coding
ENSG00000166170	BAG5	protein_coding
ENSG00000166171	DPCD	protein_coding
ENSG00000166173	LARP6	protein_coding
ENSG00000166181	API5	protein_coding
ENSG00000166188	ZNF319	protein_coding
ENSG00000166189	HPS6	protein_coding
ENSG00000166192	SENP8	protein_coding
ENSG00000166197	NOLC1	protein_coding
ENSG00000166199	ALKBH3	protein_coding
ENSG00000166200	COPS2	protein_coding
ENSG00000166206	GABRB3	protein_coding
ENSG00000166224	SGPL1	protein_coding
ENSG00000166225	FRS2	protein_coding
ENSG00000166226	CCT2	protein_coding
ENSG00000166228	PCBD1	protein_coding
ENSG00000166233	ARIH1	protein_coding
ENSG00000166246	C16orf71	protein_coding
ENSG00000166250	CLMP	protein_coding
ENSG00000166257	SCN3B	protein_coding
ENSG00000166260	COX11	protein_coding
ENSG00000166261	ZNF202	protein_coding
ENSG00000166262	FAM227B	protein_coding
ENSG00000166263	STXBP4	protein_coding
ENSG00000166265	CYYR1	protein_coding
ENSG00000166266	CUL5	protein_coding
ENSG00000166272	WBP1L	protein_coding
ENSG00000166275	BORCS7	protein_coding
ENSG00000166278	C2	protein_coding
ENSG00000166289	PLEKHF1	protein_coding
ENSG00000166295	ANAPC16	protein_coding
ENSG00000166311	SMPD1	protein_coding
ENSG00000166313	APBB1	protein_coding
ENSG00000166317	SYNPO2L	protein_coding
ENSG00000166321	NUDT13	protein_coding
ENSG00000166326	TRIM44	protein_coding
ENSG00000166333	ILK	protein_coding
ENSG00000166337	TAF10	protein_coding
ENSG00000166340	TPP1	protein_coding
ENSG00000166341	DCHS1	protein_coding
ENSG00000166343	MSS51	protein_coding
ENSG00000166347	CYB5A	protein_coding
ENSG00000166348	USP54	protein_coding
ENSG00000166349	RAG1	protein_coding
ENSG00000166352	C11orf74	protein_coding
ENSG00000166377	ATP9B	protein_coding
ENSG00000166387	PPFIBP2	protein_coding
ENSG00000166394	CYB5R2	protein_coding
ENSG00000166398	KIAA0355	protein_coding
ENSG00000166401	SERPINB8	protein_coding
ENSG00000166402	TUB	protein_coding
ENSG00000166405	RIC3	protein_coding
ENSG00000166411	IDH3A	protein_coding
ENSG00000166415	WDR72	protein_coding
ENSG00000166428	PLD4	protein_coding
ENSG00000166432	ZMAT1	protein_coding
ENSG00000166435	XRRA1	protein_coding
ENSG00000166436	TRIM66	protein_coding
ENSG00000166439	RNF169	protein_coding
ENSG00000166441	RPL27A	protein_coding
ENSG00000166444	ST5	protein_coding
ENSG00000166446	CDYL2	protein_coding
ENSG00000166448	TMEM130	protein_coding
ENSG00000166451	CENPN	protein_coding
ENSG00000166452	AKIP1	protein_coding
ENSG00000166454	ATMIN	protein_coding
ENSG00000166455	C16orf46	protein_coding
ENSG00000166471	TMEM41B	protein_coding
ENSG00000166473	PKD1L2	polymorphic_pseudogene
ENSG00000166477	LEO1	protein_coding
ENSG00000166478	ZNF143	protein_coding
ENSG00000166479	TMX3	protein_coding
ENSG00000166482	MFAP4	protein_coding
ENSG00000166483	WEE1	protein_coding
ENSG00000166484	MAPK7	protein_coding
ENSG00000166501	PRKCB	protein_coding
ENSG00000166503	HDGFL3	protein_coding
ENSG00000166507	NDST2	protein_coding
ENSG00000166508	MCM7	protein_coding
ENSG00000166509	CLEC3A	protein_coding
ENSG00000166523	CLEC4E	protein_coding
ENSG00000166526	ZNF3	protein_coding
ENSG00000166527	CLEC4D	protein_coding
ENSG00000166529	ZSCAN21	protein_coding
ENSG00000166532	RIMKLB	protein_coding
ENSG00000166535	A2ML1	protein_coding
ENSG00000166546	BEAN1	protein_coding
ENSG00000166548	TK2	protein_coding
ENSG00000166557	TMED3	protein_coding
ENSG00000166562	SEC11C	protein_coding
ENSG00000166573	GALR1	protein_coding
ENSG00000166575	TMEM135	protein_coding
ENSG00000166578	IQCD	protein_coding
ENSG00000166579	NDEL1	protein_coding
ENSG00000166582	CENPV	protein_coding
ENSG00000166592	RRAD	protein_coding
ENSG00000166595	FAM96B	protein_coding
ENSG00000166598	HSP90B1	protein_coding
ENSG00000166619	BLCAP	protein_coding
ENSG00000166664	CHRFAM7A	protein_coding
ENSG00000166669	ATF7IP2	protein_coding
ENSG00000166670	MMP10	protein_coding
ENSG00000166676	TVP23A	protein_coding
ENSG00000166681	BEX3	protein_coding
ENSG00000166682	TMPRSS5	protein_coding
ENSG00000166685	COG1	protein_coding
ENSG00000166689	PLEKHA7	protein_coding
ENSG00000166704	ZNF606	protein_coding
ENSG00000166707	ZCCHC18	protein_coding
ENSG00000166710	B2M	protein_coding
ENSG00000166716	ZNF592	protein_coding
ENSG00000166734	CASC4	protein_coding
ENSG00000166736	HTR3A	protein_coding
ENSG00000166741	NNMT	protein_coding
ENSG00000166743	ACSM1	protein_coding
ENSG00000166747	AP1G1	protein_coding
ENSG00000166750	SLFN5	protein_coding
ENSG00000166762	CATSPER2	protein_coding
ENSG00000166770	ZNF667-AS1	lincRNA
ENSG00000166780	C16orf45	protein_coding
ENSG00000166783	MARF1	protein_coding
ENSG00000166788	SAAL1	protein_coding
ENSG00000166793	YPEL4	protein_coding
ENSG00000166794	PPIB	protein_coding
ENSG00000166796	LDHC	protein_coding
ENSG00000166797	FAM96A	protein_coding
ENSG00000166800	LDHAL6A	protein_coding
ENSG00000166801	FAM111A	protein_coding
ENSG00000166803	PCLAF	protein_coding
ENSG00000166813	KIF7	protein_coding
ENSG00000166819	PLIN1	protein_coding
ENSG00000166821	PEX11A	protein_coding
ENSG00000166822	TMEM170A	protein_coding
ENSG00000166823	MESP1	protein_coding
ENSG00000166825	ANPEP	protein_coding
ENSG00000166831	RBPMS2	protein_coding
ENSG00000166833	NAV2	protein_coding
ENSG00000166839	ANKDD1A	protein_coding
ENSG00000166845	C18orf54	protein_coding
ENSG00000166847	DCTN5	protein_coding
ENSG00000166848	TERF2IP	protein_coding
ENSG00000166851	PLK1	protein_coding
ENSG00000166855	CLPX	protein_coding
ENSG00000166860	ZBTB39	protein_coding
ENSG00000166862	CACNG2	protein_coding
ENSG00000166866	MYO1A	protein_coding
ENSG00000166869	CHP2	protein_coding
ENSG00000166881	NEMP1	protein_coding
ENSG00000166886	NAB2	protein_coding
ENSG00000166887	VPS39	protein_coding
ENSG00000166888	STAT6	protein_coding
ENSG00000166889	PATL1	protein_coding
ENSG00000166896	ATP23	protein_coding
ENSG00000166897	ELFN2	protein_coding
ENSG00000166900	STX3	protein_coding
ENSG00000166902	MRPL16	protein_coding
ENSG00000166908	PIP4K2C	protein_coding
ENSG00000166912	MTMR10	protein_coding
ENSG00000166913	YWHAB	protein_coding
ENSG00000166917	MIR202HG	antisense
ENSG00000166920	C15orf48	protein_coding
ENSG00000166922	SCG5	protein_coding
ENSG00000166923	GREM1	protein_coding
ENSG00000166925	TSC22D4	protein_coding
ENSG00000166927	MS4A7	protein_coding
ENSG00000166928	MS4A14	protein_coding
ENSG00000166938	DIS3L	protein_coding
ENSG00000166946	CCNDBP1	protein_coding
ENSG00000166949	SMAD3	protein_coding
ENSG00000166959	MS4A8	protein_coding
ENSG00000166963	MAP1A	protein_coding
ENSG00000166965	RCCD1	protein_coding
ENSG00000166971	AKTIP	protein_coding
ENSG00000166974	MAPRE2	protein_coding
ENSG00000166979	EVA1C	protein_coding
ENSG00000166984	TCP10L2	protein_coding
ENSG00000166986	MARS	protein_coding
ENSG00000166987	MBD6	protein_coding
ENSG00000166997	CNPY4	protein_coding
ENSG00000167004	PDIA3	protein_coding
ENSG00000167005	NUDT21	protein_coding
ENSG00000167014	TERB2	protein_coding
ENSG00000167034	NKX3-1	protein_coding
ENSG00000167037	SGSM1	protein_coding
ENSG00000167065	DUSP18	protein_coding
ENSG00000167074	TEF	protein_coding
ENSG00000167077	MEI1	protein_coding
ENSG00000167080	B4GALNT2	protein_coding
ENSG00000167081	PBX3	protein_coding
ENSG00000167083	GNGT2	protein_coding
ENSG00000167085	PHB	protein_coding
ENSG00000167088	SNRPD1	protein_coding
ENSG00000167094	TTC16	protein_coding
ENSG00000167100	SAMD14	protein_coding
ENSG00000167103	PIP5KL1	protein_coding
ENSG00000167106	FAM102A	protein_coding
ENSG00000167107	ACSF2	protein_coding
ENSG00000167110	GOLGA2	protein_coding
ENSG00000167112	TRUB2	protein_coding
ENSG00000167113	COQ4	protein_coding
ENSG00000167114	SLC27A4	protein_coding
ENSG00000167118	URM1	protein_coding
ENSG00000167123	CERCAM	protein_coding
ENSG00000167130	DOLPP1	protein_coding
ENSG00000167136	ENDOG	protein_coding
ENSG00000167157	PRRX2	protein_coding
ENSG00000167173	C15orf39	protein_coding
ENSG00000167178	ISLR2	protein_coding
ENSG00000167182	SP2	protein_coding
ENSG00000167186	COQ7	protein_coding
ENSG00000167191	GPRC5B	protein_coding
ENSG00000167193	CRK	protein_coding
ENSG00000167196	FBXO22	protein_coding
ENSG00000167202	TBC1D2B	protein_coding
ENSG00000167207	NOD2	protein_coding
ENSG00000167208	SNX20	protein_coding
ENSG00000167216	KATNAL2	protein_coding
ENSG00000167220	HDHD2	protein_coding
ENSG00000167232	ZNF91	protein_coding
ENSG00000167257	RNF214	protein_coding
ENSG00000167258	CDK12	protein_coding
ENSG00000167261	DPEP2	protein_coding
ENSG00000167264	DUS2	protein_coding
ENSG00000167272	POP5	protein_coding
ENSG00000167280	ENGASE	protein_coding
ENSG00000167281	RBFOX3	protein_coding
ENSG00000167283	ATP5MG	protein_coding
ENSG00000167286	CD3D	protein_coding
ENSG00000167291	TBC1D16	protein_coding
ENSG00000167302	TEPSIN	protein_coding
ENSG00000167306	MYO5B	protein_coding
ENSG00000167315	ACAA2	protein_coding
ENSG00000167323	STIM1	protein_coding
ENSG00000167325	RRM1	protein_coding
ENSG00000167332	OR51E2	protein_coding
ENSG00000167333	TRIM68	protein_coding
ENSG00000167355	OR51B5	protein_coding
ENSG00000167363	FN3K	protein_coding
ENSG00000167371	PRRT2	protein_coding
ENSG00000167377	ZNF23	protein_coding
ENSG00000167378	IRGQ	protein_coding
ENSG00000167380	ZNF226	protein_coding
ENSG00000167384	ZNF180	protein_coding
ENSG00000167393	PPP2R3B	protein_coding
ENSG00000167394	ZNF668	protein_coding
ENSG00000167395	ZNF646	protein_coding
ENSG00000167397	VKORC1	protein_coding
ENSG00000167414	GNG8	protein_coding
ENSG00000167419	LPO	protein_coding
ENSG00000167447	SMG8	protein_coding
ENSG00000167460	TPM4	protein_coding
ENSG00000167461	RAB8A	protein_coding
ENSG00000167468	GPX4	protein_coding
ENSG00000167470	MIDN	protein_coding
ENSG00000167476	JSRP1	protein_coding
ENSG00000167483	FAM129C	protein_coding
ENSG00000167487	KLHL26	protein_coding
ENSG00000167491	GATAD2A	protein_coding
ENSG00000167508	MVD	protein_coding
ENSG00000167513	CDT1	protein_coding
ENSG00000167515	TRAPPC2L	protein_coding
ENSG00000167522	ANKRD11	protein_coding
ENSG00000167523	SPATA33	protein_coding
ENSG00000167524	SGK494	protein_coding
ENSG00000167525	PROCA1	protein_coding
ENSG00000167526	RPL13	protein_coding
ENSG00000167528	ZNF641	protein_coding
ENSG00000167535	CACNB3	protein_coding
ENSG00000167536	DHRS13	protein_coding
ENSG00000167543	TP53I13	protein_coding
ENSG00000167548	KMT2D	protein_coding
ENSG00000167549	CORO6	protein_coding
ENSG00000167550	RHEBL1	protein_coding
ENSG00000167552	TUBA1A	protein_coding
ENSG00000167553	TUBA1C	protein_coding
ENSG00000167554	ZNF610	protein_coding
ENSG00000167555	ZNF528	protein_coding
ENSG00000167562	ZNF701	protein_coding
ENSG00000167565	SERTAD3	protein_coding
ENSG00000167566	NCKAP5L	protein_coding
ENSG00000167578	RAB4B	protein_coding
ENSG00000167588	GPD1	protein_coding
ENSG00000167595	PROSER3	protein_coding
ENSG00000167600	CYP2S1	protein_coding
ENSG00000167601	AXL	protein_coding
ENSG00000167604	NFKBID	protein_coding
ENSG00000167608	TMC4	protein_coding
ENSG00000167613	LAIR1	protein_coding
ENSG00000167615	LENG8	protein_coding
ENSG00000167618	LAIR2	protein_coding
ENSG00000167619	TMEM145	protein_coding
ENSG00000167625	ZNF526	protein_coding
ENSG00000167632	TRAPPC9	protein_coding
ENSG00000167633	KIR3DL1	protein_coding
ENSG00000167634	NLRP7	protein_coding
ENSG00000167635	ZNF146	protein_coding
ENSG00000167637	ZNF283	protein_coding
ENSG00000167641	PPP1R14A	protein_coding
ENSG00000167642	SPINT2	protein_coding
ENSG00000167644	C19orf33	protein_coding
ENSG00000167645	YIF1B	protein_coding
ENSG00000167646	DNAAF3	protein_coding
ENSG00000167657	DAPK3	protein_coding
ENSG00000167658	EEF2	protein_coding
ENSG00000167664	TMIGD2	protein_coding
ENSG00000167670	CHAF1A	protein_coding
ENSG00000167671	UBXN6	protein_coding
ENSG00000167674	HDGFL2	protein_coding
ENSG00000167680	SEMA6B	protein_coding
ENSG00000167685	ZNF444	protein_coding
ENSG00000167693	NXN	protein_coding
ENSG00000167695	FAM57A	protein_coding
ENSG00000167699	GLOD4	protein_coding
ENSG00000167700	MFSD3	protein_coding
ENSG00000167701	GPT	protein_coding
ENSG00000167702	KIFC2	protein_coding
ENSG00000167703	SLC43A2	protein_coding
ENSG00000167705	RILP	protein_coding
ENSG00000167711	SERPINF2	protein_coding
ENSG00000167716	WDR81	protein_coding
ENSG00000167720	SRR	protein_coding
ENSG00000167721	TSR1	protein_coding
ENSG00000167723	TRPV3	protein_coding
ENSG00000167733	HSD11B1L	protein_coding
ENSG00000167740	CYB5D2	protein_coding
ENSG00000167741	GGT6	protein_coding
ENSG00000167747	C19orf48	protein_coding
ENSG00000167748	KLK1	protein_coding
ENSG00000167751	KLK2	protein_coding
ENSG00000167757	KLK11	protein_coding
ENSG00000167766	ZNF83	protein_coding
ENSG00000167767	KRT80	protein_coding
ENSG00000167768	KRT1	protein_coding
ENSG00000167769	ACER1	protein_coding
ENSG00000167770	OTUB1	protein_coding
ENSG00000167771	RCOR2	protein_coding
ENSG00000167772	ANGPTL4	protein_coding
ENSG00000167775	CD320	protein_coding
ENSG00000167778	SPRYD3	protein_coding
ENSG00000167779	IGFBP6	protein_coding
ENSG00000167780	SOAT2	protein_coding
ENSG00000167785	ZNF558	protein_coding
ENSG00000167792	NDUFV1	protein_coding
ENSG00000167797	CDK2AP2	protein_coding
ENSG00000167799	NUDT8	protein_coding
ENSG00000167807	AC011511.1	protein_coding
ENSG00000167815	PRDX2	protein_coding
ENSG00000167840	ZNF232	protein_coding
ENSG00000167842	MIS12	protein_coding
ENSG00000167850	CD300C	protein_coding
ENSG00000167851	CD300A	protein_coding
ENSG00000167858	TEKT1	protein_coding
ENSG00000167861	HID1	protein_coding
ENSG00000167862	MRPL58	protein_coding
ENSG00000167863	ATP5PD	protein_coding
ENSG00000167874	TMEM88	protein_coding
ENSG00000167880	EVPL	protein_coding
ENSG00000167881	SRP68	protein_coding
ENSG00000167889	MGAT5B	protein_coding
ENSG00000167895	TMC8	protein_coding
ENSG00000167900	TK1	protein_coding
ENSG00000167904	TMEM68	protein_coding
ENSG00000167912	AC090152.1	antisense
ENSG00000167914	GSDMA	protein_coding
ENSG00000167920	TMEM99	protein_coding
ENSG00000167925	GHDC	protein_coding
ENSG00000167930	FAM234A	protein_coding
ENSG00000167962	ZNF598	protein_coding
ENSG00000167965	MLST8	protein_coding
ENSG00000167967	E4F1	protein_coding
ENSG00000167968	DNASE1L2	protein_coding
ENSG00000167969	ECI1	protein_coding
ENSG00000167972	ABCA3	protein_coding
ENSG00000167977	KCTD5	protein_coding
ENSG00000167978	SRRM2	protein_coding
ENSG00000167981	ZNF597	protein_coding
ENSG00000167984	NLRC3	protein_coding
ENSG00000167985	SDHAF2	protein_coding
ENSG00000167986	DDB1	protein_coding
ENSG00000167987	VPS37C	protein_coding
ENSG00000167992	VWCE	protein_coding
ENSG00000167994	RAB3IL1	protein_coding
ENSG00000167995	BEST1	protein_coding
ENSG00000167996	FTH1	protein_coding
ENSG00000168000	BSCL2	protein_coding
ENSG00000168002	POLR2G	protein_coding
ENSG00000168003	SLC3A2	protein_coding
ENSG00000168004	HRASLS5	protein_coding
ENSG00000168005	SPINDOC	protein_coding
ENSG00000168010	ATG16L2	protein_coding
ENSG00000168014	C2CD3	protein_coding
ENSG00000168016	TRANK1	protein_coding
ENSG00000168026	TTC21A	protein_coding
ENSG00000168028	RPSA	protein_coding
